INDEX,pop_daytime_fishnet500,pop_nighttime_fishnet500,ACC_ACD,ACC_COM,ACC_ET,ACC_LS,DEN_FLOOR,DEN_BUILT,DEN_WALK,DEN_DRIVE,DEN_EVI,DEN_MNDWI,DIS_METRO,DIS_BUS,ACC_CBD,DEN_EXCHANGE,DEN_BUS
G500-607,9.844444,6.5,0,1,0,0,0.0,0.0,0.002694,0.0,0.220811,0.006906,8.832911,0.725698,52.075961,0.0,0
G500-608,3.125992,3.14,0,0,0,1,0.0,0.0,0.000857,0.0,0.596005,0.003032,8.6372,0.381741,52.277132,0.0,0
G500-609,15.755556,20.633333,1,0,1,0,0.0,0.0,0.000158,0.005109,0.472476,0.0,8.46653,0.352934,52.482295,0.0,0
G500-610,7.119444,11.5,1,0,11,24,0.0,0.0,0.002208,0.003108,0.488761,0.009705,8.322442,0.10364,52.691405,0.0,2
G500-611,1.980159,2.226667,0,0,0,0,0.0,0.0,0.0,0.0,0.729881,0.002424,8.165758,0.592229,52.904413,0.0,0
G500-613,2.808036,2.53,0,1,0,0,0.0,0.0,0.0,0.0,0.402443,0.049638,7.797465,1.048874,53.34194,0.0,0
G500-615,5.866667,4.293333,0,0,0,1,0.0,0.0,0.005124,0.010413,0.740478,0.026765,7.544622,0.338822,53.794499,0.0,0
G500-616,5.911111,6.6,0,3,0,0,0.0,0.0,0.001005,0.004028,0.654135,0.024257,7.465371,0.012261,54.026298,0.0,2
G500-622,21.688889,17.5,2,0,2,2,0.0,0.0,0.006578,0.006245,0.366602,0.0,6.86986,0.052265,55.49142,0.0,2
G500-623,3.466667,3.546667,0,0,0,0,0.0,0.0,0.008452,0.000164,0.366828,0.14934,6.877713,0.537128,55.747561,0.0,0
G500-626,4.180556,4.3,0,0,0,0,0.0,0.0,0.0,0.004742,0.365712,0.132263,7.645301,0.368501,57.35196,0.0,0
G500-627,2.034226,2.208333,0,0,0,0,0.0,0.0,0.003463,0.003477,0.194854,0.428652,7.877727,0.84504,57.630201,0.0,0
G500-629,18.222222,17.4,2,3,8,16,0.0,0.0,0.004619,0.004619,0.283356,0.176663,9.027202,0.158365,58.772539,0.0,6
G500-630,7.022222,2.906667,0,0,0,1,0.0,0.0,0.005738,0.005738,0.046998,0.0,9.359398,0.322682,59.065253,0.0,0
G500-632,7.666667,4.023333,0,0,0,0,0.0,0.0,0.0,0.0,0.000379,0.12758,10.065497,1.064052,59.658945,0.0,0
G500-635,9.822222,9.833333,0,10,0,1,0.0,0.0,0.002675,0.0,0.165521,0.0,8.611307,0.667825,51.418833,0.0,0
G500-637,3.266667,3.31,0,0,0,0,0.0,0.0,0.001011,0.005366,0.604987,0.044336,8.174131,0.172256,51.820671,0.0,1
G500-639,15.911111,17.666667,0,0,7,0,0.0,0.0,0.002965,0.001303,0.498016,0.0,7.840806,0.558699,52.238564,0.0,0
G500-640,12.794643,11.73,0,3,3,2,0.0,0.0,0.00176,0.001084,0.646559,0.0,7.715153,0.807551,52.453412,0.0,0
G500-641,4.797222,3.533333,0,0,0,0,0.0,0.0,0.000608,0.000608,0.741569,0.0,7.5056,0.76763,52.672129,0.0,0
G500-642,9.0,4.533333,0,0,0,0,0.0,0.0,0.002054,0.00958,0.609785,0.014037,7.324238,0.719189,52.894669,0.0,0
G500-643,6.1,4.666667,0,0,0,0,0.0,0.0,0.0,0.004418,0.497316,0.00715,7.173206,0.356144,53.120983,0.0,0
G500-645,5.177778,8.533333,1,1,3,0,0.0,0.0,0.002128,0.002128,0.716118,0.0,6.969631,0.370976,53.58474,0.0,0
G500-659,2.142857,2.99,0,0,0,0,0.0,0.0,0.008577,0.008577,0.361358,0.150579,8.009749,0.378216,57.785891,0.0,0
G500-660,31.044444,50.6,0,3,16,18,0.0,0.0,0.000529,8.1e-05,0.591479,0.100739,8.322502,0.394803,58.074969,0.0,0
G500-662,9.577778,4.3125,0,1,0,0,0.0,0.0,0.002838,0.002838,0.184725,0.0,8.998885,0.655207,58.661636,0.0,0
G500-663,41.133333,10.94,0,0,0,0,0.0,0.0,0.001406,0.001406,0.067765,0.0,9.35884,1.007292,58.959142,0.0,0
G500-668,11.688889,10.8,0,1,0,0,0.0,0.0,0.005128,0.001556,0.609747,0.017989,8.177396,0.280822,50.95959,0.0,0
G500-669,2.7,2.693333,0,3,0,0,0.0,0.0,0.001745,0.004819,0.336451,0.013358,7.934148,0.26322,51.160264,0.0,2
G500-673,17.888889,19.633333,3,12,24,10,0.0,0.0,0.005543,0.004958,0.511426,0.012727,7.2301,0.435333,52.003306,0.0,0
G500-674,28.288889,28.733333,1,13,14,9,0.0,0.0,0.004708,0.005598,0.60739,0.0,7.048263,0.29269,52.223909,0.0,0
G500-675,5.688889,4.766667,0,0,0,0,0.0,0.0,0.000942,0.002974,0.825925,0.0,6.854812,0.553171,52.44835,0.0,0
G500-676,3.633333,4.776667,0,0,0,0,0.0,0.0,0.001649,0.002943,0.486886,0.003032,6.693196,0.211636,52.676582,0.0,4
G500-677,4.7,4.44,1,0,0,0,0.0,0.0,0.0,0.0,0.543719,0.0,6.565768,0.267449,52.908554,0.0,0
G500-686,2.744444,2.22,0,0,1,0,0.0,0.0,0.0,0.004837,0.320726,0.357219,6.155485,1.213632,55.69323,0.0,0
G500-687,4.333333,3.716667,0,0,0,0,0.0,0.0,0.0,0.000895,0.215519,0.664786,6.324393,0.906711,55.966317,0.0,0
G500-692,11.555556,7.8,0,2,1,2,0.0,0.0,0.007651,0.007651,0.408118,0.057074,7.946423,0.176183,57.668756,0.0,2
G500-693,43.2,9.6,0,0,9,9,0.0,0.0,0.006259,0.006259,0.433161,0.0,8.291778,0.653421,57.962731,0.0,0
G500-694,25.088889,6.7,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.652256,1.110642,58.259515,0.0,0
G500-695,7.252778,2.55,0,0,0,0,0.0,0.0,0.0,0.0,0.002226,0.305038,9.026045,1.352754,58.559063,0.0,0
G500-698,6.744444,10.5,0,1,0,0,0.0,0.0,0.005135,0.0,0.362187,0.226085,8.986733,1.077054,49.733209,0.0,0
G500-699,5.602778,6.5,0,3,0,0,0.0,0.0,0.003616,0.0,0.280548,0.0,8.651143,0.764342,49.918783,0.0,0
G500-700,10.0,11.533333,0,1,0,0,0.0,0.0,0.006197,0.0,0.61829,0.004548,8.332058,0.441025,50.108659,0.0,0
G500-701,20.555556,14.7,0,2,0,0,0.0,0.0,0.003131,0.009173,0.41483,0.072266,8.031444,0.034487,50.302788,0.0,6
G500-702,2.479167,2.15,0,0,1,0,0.0,0.0,0.001435,0.003328,0.573146,0.002896,7.751451,0.362089,50.501122,0.0,0
G500-703,4.894444,5.966667,0,0,0,0,0.0,0.0,0.003452,0.0,0.58708,0.024482,7.494392,0.435109,50.70361,0.0,0
G500-704,3.95873,6.313333,0,0,0,2,0.0,0.0,0.000998,0.0,0.397815,0.043148,7.2627,0.641242,50.910204,0.0,0
G500-705,4.530556,2.633333,0,0,0,0,0.0,0.0,0.0,2e-06,0.265863,0.206832,7.058875,0.605815,51.120854,0.0,0
G500-706,50.244444,49.0,0,1,1,2,0.0,0.0,0.002233,0.006576,0.35158,0.168619,6.885392,0.801048,51.335509,0.0,0
G500-707,14.466667,14.433333,0,1,2,4,0.0,0.0,0.009945,0.006833,0.64937,0.0,6.744593,0.426129,51.55412,0.0,0
G500-708,35.155556,38.566667,11,20,73,90,0.0,0.0,0.011078,0.003659,0.329374,0.0,6.597121,0.259524,51.776637,0.0,2
G500-709,38.444444,43.533333,7,8,53,33,0.0,0.0,0.003497,0.002019,0.33713,0.0,6.390026,0.212415,52.003009,0.0,19
G500-710,21.622222,17.733333,0,2,0,1,0.0,0.0,0.002173,0.0,0.661338,0.0,6.216339,0.270986,52.233186,0.0,0
G500-711,2.495238,3.483333,0,1,0,0,0.0,0.0,0.004066,0.0,0.536333,0.0,6.078923,0.159157,52.467118,0.0,12
G500-718,5.733333,5.026667,0,0,0,0,0.0,0.0,0.0,0.003807,0.320533,0.113539,5.436516,0.512501,54.733296,0.0,0
G500-726,14.955556,8.066667,0,3,0,0,0.0,0.0,0.004507,0.004507,0.15511,0.44401,7.240117,0.110869,56.970836,0.0,4
G500-729,17.888889,4.656667,0,0,0,0,0.0,0.0,0.0,0.0,0.001137,0.210979,8.321247,1.292908,57.858919,0.0,0
G500-732,2.575,2.3,0,0,0,0,0.0,0.0,0.003936,0.0,0.479435,0.075446,8.994201,0.928194,49.085464,0.0,0
G500-733,2.581746,2.979167,1,0,0,0,0.0,0.0,0.002857,0.0,0.375224,0.0,8.62998,0.740783,49.268403,0.0,0
G500-734,8.355556,7.166667,0,2,0,1,0.0,0.0,0.004746,0.0,0.619375,0.0,8.279944,0.370727,49.455721,0.0,0
G500-735,4.036111,3.866667,0,0,0,0,0.0,0.0,0.001654,0.004973,0.638841,0.0,7.945966,0.129672,49.647368,0.0,5
G500-737,18.222222,15.133333,0,2,1,3,0.0,0.0,0.002162,0.004872,0.65299,0.0,7.334862,0.330137,50.043449,0.0,0
G500-738,4.622222,7.033333,0,3,4,4,0.0,0.0,0.00373,0.00224,0.624706,0.001516,7.062655,0.080159,50.247782,0.0,4
G500-739,15.155556,22.266667,0,5,14,14,0.0,0.0,0.004182,0.003994,0.575606,0.012644,6.816305,0.302342,50.456242,0.0,0
G500-740,6.777778,6.0,0,1,2,3,0.0,0.0,0.001214,0.006155,0.362935,0.048393,6.598706,0.210686,50.668779,0.0,4
G500-741,17.111111,20.466667,1,2,0,1,0.0,0.0,0.000642,0.000766,0.230302,0.0,6.412786,0.491514,50.885341,0.0,0
G500-742,11.466667,9.633333,1,2,9,6,0.0,0.0,0.005428,0.004198,0.697865,0.0,6.261368,0.153457,51.105878,0.0,5
G500-743,28.511111,23.333333,2,7,64,35,0.0,0.0,0.003844,0.00187,0.388787,0.0,6.147003,0.37628,51.330338,0.0,0
G500-744,72.355556,80.466667,8,13,135,113,0.0,0.0,0.008211,0.000569,0.173367,0.0,5.930972,0.117529,51.558669,0.0,13
G500-745,11.2,10.766667,1,6,12,6,0.0,0.0,0.003353,0.0,0.467429,0.0,5.743419,0.299162,51.790821,0.0,1
G500-746,2.71875,2.686667,1,0,0,0,0.0,0.0,0.001313,0.0,0.463973,0.001516,5.594398,0.560488,52.026743,0.0,0
G500-748,3.841667,2.903333,0,0,0,0,0.0,0.0,0.002235,0.002235,0.679142,0.007732,5.423851,1.187195,52.50969,0.0,0
G500-753,5.844444,6.08,0,0,0,0,0.0,0.0,0.002835,0.007361,0.38704,0.327614,4.881533,0.298964,54.043726,0.0,0
G500-770,5.377778,5.166667,0,1,14,7,0.0,0.0,0.003478,0.00536,0.521372,0.0,7.92292,0.164354,48.993386,0.0,3
G500-773,13.6,13.233333,0,3,0,3,0.0,0.0,0.002678,0.005109,0.621881,0.0,6.929314,0.20073,49.586593,0.0,9
G500-774,18.088889,13.633333,0,1,5,4,0.0,0.0,0.004277,0.018488,0.464628,0.0,6.640504,0.349859,49.792801,0.0,0
G500-777,15.155556,16.3,1,3,2,0,0.0,0.0,0.000248,0.002563,0.283378,0.001813,5.944663,0.325145,50.436112,0.0,0
G500-778,9.555556,11.733333,1,1,1,1,0.0,0.0,0.00141,0.004579,0.686028,0.0,5.780997,0.236913,50.658605,0.0,8
G500-780,21.888889,19.366667,1,3,27,24,0.0,0.0,0.004504,0.0,0.416249,0.0,5.479089,0.28621,51.115358,0.0,0
G500-781,28.777778,31.633333,7,20,42,31,0.00647,0.000539,0.009161,0.0,0.316892,0.0,5.275495,0.150341,51.349515,0.0,8
G500-782,2.547619,2.9125,0,0,0,1,0.0,0.0,0.000874,0.000171,0.837904,0.0,5.112855,0.581075,51.587454,0.0,0
G500-783,2.833333,2.65,0,1,0,1,0.0,0.0,0.005535,0.00466,0.530018,0.001102,4.995169,1.073636,51.829125,0.0,0
G500-786,2.905556,2.675,1,0,0,0,0.0,0.0,0.002728,0.002294,0.374861,0.003216,4.666817,2.300589,52.576008,0.0,0
G500-788,3.339683,3.48,0,0,0,0,0.0,0.0,0.0,0.001948,0.34574,0.128759,4.370701,0.94844,53.354616,0.0,0
G500-799,23.4,6.033333,0,0,0,0,0.0,0.0,0.0,0.0,0.01303,0.0,6.913065,0.965947,56.459152,0.0,0
G500-800,10.755556,3.408333,0,0,0,0,0.0,0.0,0.0,0.0,0.033526,0.395761,7.307422,1.303277,56.759392,0.0,0
G500-802,1.888393,1.433333,0,0,0,0,0.0,0.0,0.004259,0.0,0.202532,0.320096,9.210564,1.213845,47.622172,0.0,0
G500-805,2.653571,3.093333,0,0,1,1,0.0,0.0,0.007207,0.0,0.706531,0.0,8.207492,0.255484,48.154436,0.0,2
G500-806,3.183333,3.029167,0,0,0,1,0.0,0.0,0.005887,0.004549,0.618779,0.0,7.908165,0.204504,48.340899,0.0,5
G500-807,2.007143,2.026667,0,0,0,0,0.0,0.0,0.002012,0.0,0.61255,0.001065,7.582075,0.380144,48.531797,0.0,0
G500-809,3.576587,2.46,0,0,0,0,0.0,0.0,0.004437,0.002876,0.216988,0.170354,6.866562,0.525587,48.926689,0.0,0
G500-810,12.222222,8.833333,0,0,0,0,0.0,0.0,0.001912,0.009354,0.651251,0.025329,6.536864,0.325816,49.130578,0.0,0
G500-811,5.227778,3.9,1,2,0,0,0.0,0.0,0.0,0.004848,0.638767,0.0,6.229887,0.660356,49.338692,0.0,0
G500-812,6.755556,6.1,0,1,0,1,0.0,0.0,0.003058,0.004405,0.760684,0.0,5.949151,0.67183,49.550977,0.0,0
G500-813,13.355556,11.2,0,0,0,0,0.0,0.0,0.001623,0.003644,0.496206,0.088104,5.698536,0.454541,49.76738,0.0,0
G500-814,19.266667,11.533333,0,1,0,0,0.0,0.0,0.002172,0.005177,0.396146,0.003144,5.482173,0.156495,49.987848,0.0,9
G500-815,6.311111,4.08,1,0,0,0,0.0,0.0,0.00265,0.0,0.6496,0.003032,5.304255,0.553371,50.212326,0.0,0
G500-818,7.311111,7.9,0,0,9,4,0.0,0.0,0.005775,0.002565,0.569403,0.0,4.814026,0.514215,50.909293,0.0,0
G500-822,3.416667,3.893333,0,1,0,0,0.0,0.0,0.001614,0.0,0.118935,0.001903,4.406424,2.160631,51.891495,0.0,0
G500-825,3.371528,4.67,0,1,0,0,0.0,0.0,0.0,0.004431,0.350197,0.33416,3.870999,1.288779,52.931073,0.0,0
G500-839,38.844444,29.766667,0,0,0,0,0.0,0.0,0.006512,0.002483,0.439127,0.226248,9.244299,1.537041,46.982571,0.0,0
G500-842,3.175,2.516667,0,0,0,2,0.0,0.0,0.009877,0.0,0.548933,0.0,8.153864,0.131093,47.506214,0.0,2
G500-846,9.022222,7.333333,0,0,0,0,0.0,0.0,0.002025,0.001601,0.548536,0.003032,6.876334,1.063739,48.268122,0.0,0
G500-847,4.511111,3.766667,0,0,0,0,0.0,0.0,2.1e-05,0.005029,0.233184,0.259578,6.50883,0.917663,48.469623,0.0,0
G500-850,35.533333,35.666667,1,6,3,2,0.0,0.0,0.0,0.003104,0.638334,0.0,5.532413,0.272574,49.099723,0.0,3
G500-851,5.109127,4.56,1,6,0,1,0.0,0.0,0.002546,0.011685,0.421527,0.0,5.261987,0.178653,49.318106,0.0,5
G500-852,24.666667,14.7,1,4,1,1,0.0,0.0,0.007026,0.005564,0.191898,0.0,5.026869,0.502481,49.540573,0.0,0
G500-853,22.6,17.4,1,0,1,0,0.0,0.0,3.7e-05,3.7e-05,0.055668,0.0,4.832217,0.808311,49.767069,0.0,0
G500-855,6.255556,4.966667,0,0,0,0,0.0,0.0,0.007203,0.007203,0.526373,0.0,4.5839,0.567441,50.23193,0.0,0
G500-856,3.408333,3.933333,0,0,0,0,0.0,0.0,0.003182,0.003161,0.832357,0.0,4.361059,0.945396,50.470185,0.0,0
G500-857,2.040675,2.375,0,0,0,0,0.0,0.0,0.004151,0.0,0.627875,0.081588,4.162843,1.192993,50.712251,0.0,0
G500-862,4.55,5.566667,0,0,0,0,0.0,0.0,0.0,0.001397,0.317127,0.117508,3.429037,1.992764,52.241642,0.0,0
G500-877,15.461111,10.946667,0,0,0,0,0.0,0.0,0.003388,0.0,0.743274,0.084591,8.93061,1.147394,46.511777,0.0,0
G500-878,17.222222,13.6,0,0,0,0,0.0,0.0,0.002485,0.004069,0.411724,0.251947,8.54002,0.860303,46.683383,0.0,0
G500-882,2.578968,2.073333,0,0,0,0,0.0,0.0,0.003086,0.002952,0.841959,0.0,7.115934,0.4001,47.416341,0.0,0
G500-883,4.666667,4.666667,0,1,0,1,0.0,0.0,0.001149,0.0,0.731957,0.0,6.805341,0.553118,47.610947,0.0,0
G500-884,5.777778,4.646667,0,0,0,0,0.0,0.0,0.0,0.005102,0.733472,0.001516,6.518344,0.943365,47.809989,0.0,0
G500-887,13.777778,9.966667,1,3,2,3,0.0,0.0,0.000476,0.001086,0.535066,0.0,5.453612,0.23018,48.433185,0.0,3
G500-888,7.177778,5.206667,0,1,8,2,0.0,0.0,0.00385,0.006813,0.688096,0.0,5.130574,0.120154,48.649422,0.0,2
G500-889,19.133333,18.433333,2,18,2,4,0.0,0.0,0.00363,0.00403,0.14342,0.004155,4.837737,0.203515,48.869817,0.0,16
G500-890,37.111111,35.633333,2,11,2,0,0.0,0.0,0.00987,0.012473,0.201363,0.0,4.580896,0.25936,49.094316,0.0,0
G500-891,28.577778,24.9,2,7,1,2,0.0,0.0,0.005519,0.007524,0.20992,0.001315,4.366408,0.574945,49.322861,0.0,0
G500-892,11.2,9.833333,1,3,0,0,0.0,0.0,0.001583,0.007673,0.249757,0.002447,4.200765,0.170806,49.555398,0.0,3
G500-893,3.788889,3.233333,0,0,0,0,0.0,0.0,0.000165,0.002092,0.852357,0.0,4.089906,0.29733,49.791869,0.0,0
G500-895,6.666667,8.2,1,0,0,0,0.0,0.0,0.00236,0.001487,0.838948,0.025504,3.697736,1.103287,50.276394,0.0,0
G500-914,54.022222,41.566667,0,0,0,0,0.004074,0.000136,0.0,0.004028,0.449711,0.264695,8.229864,0.440611,46.214951,0.0,0
G500-918,3.441667,3.626667,0,0,0,0,0.0,0.0,0.000517,0.001624,0.723077,0.0,6.740567,0.154178,46.955222,0.0,2
G500-919,10.755556,8.433333,0,0,0,0,0.0,0.0,0.0,0.005458,0.461417,0.007314,6.411817,0.249362,47.151731,0.0,2
G500-922,5.494444,7.966667,0,0,0,0,0.0,0.0,2.8e-05,0.001535,0.679667,0.0,5.46591,0.195962,47.767814,0.0,5
G500-923,8.6,9.966667,0,8,2,3,0.0,0.0,0.003721,0.00154,0.72571,0.0,5.094809,0.273189,47.981839,0.0,0
G500-924,6.044444,4.266667,0,0,0,0,0.0,0.0,0.001588,0.000828,0.486511,0.0,4.747419,0.48954,48.200101,0.0,0
G500-925,23.155556,18.133333,1,22,3,0,0.0,0.0,0.008343,0.00706,0.409192,0.003426,4.429322,0.257318,48.422541,0.0,2
G500-926,42.466667,62.1,7,8,25,40,0.0,0.0,0.001868,0.00802,0.398089,0.0,4.147265,0.122057,48.649104,0.0,8
G500-929,3.777778,4.16,0,0,0,0,0.0,0.0,0.0,0.004017,0.539305,0.003657,3.597572,0.219103,49.35295,0.0,3
G500-947,40.622222,31.933333,0,0,0,0,0.0,0.0,0.001422,0.004115,0.703363,0.000525,7.939105,0.375352,45.747188,0.0,0
G500-948,2.182937,3.366667,0,0,1,1,0.0,0.0,0.001337,0.0,0.468257,0.000991,7.530308,0.227722,45.927094,0.0,20
G500-949,10.6,11.166667,0,1,19,10,0.019725,0.001554,0.004248,0.0,0.413331,0.020335,7.13314,0.041087,46.11172,0.0,10
G500-950,29.977778,37.666667,3,12,90,62,0.045072,0.003858,0.006454,2.9e-05,0.06731,0.467386,6.749654,0.234179,46.30101,0.0,10
G500-951,11.822222,8.46,0,0,0,0,0.0,0.0,0.002605,0.002185,0.329007,0.453261,6.382317,0.454003,46.494907,0.0,0
G500-952,3.622222,2.973333,0,2,0,0,0.0,0.0,0.000711,0.004651,0.483358,0.065911,6.03408,0.461931,46.693352,0.0,0
G500-953,7.058333,5.206667,0,1,0,0,0.0,0.0,0.0,0.000837,0.224538,0.139775,5.708438,0.304899,46.896289,0.0,0
G500-954,6.666667,5.146667,0,5,1,0,0.0,0.0,0.000782,0.004066,0.506273,0.0,5.409474,0.107376,47.10366,0.0,7
G500-956,2.477183,2.936667,0,0,0,0,0.0,0.0,0.0,0.0,0.579433,0.0,4.761541,0.545032,47.531467,0.0,0
G500-957,5.911111,5.7,0,0,1,0,0.0,0.0,0.002205,0.003847,0.652974,0.0,4.387845,0.479127,47.751787,0.0,0
G500-958,8.311111,7.6,0,2,1,0,0.0,0.0,0.003312,0.006334,0.739883,0.017784,4.041546,0.240803,47.976306,0.0,2
G500-963,4.993651,4.333333,0,0,0,0,0.0,0.0,0.002647,0.004165,0.34877,0.0,3.039511,0.906526,49.159841,0.0,0
G500-964,2.043155,2.458333,0,1,0,0,0.0,0.0,0.002305,0.001429,0.296758,0.010292,2.80379,1.279113,49.408327,0.0,0
G500-979,47.511111,36.266667,0,0,0,0,0.0,0.0,0.00231,0.003316,0.688158,0.0,7.669949,0.469659,45.280113,0.0,0
G500-980,21.794444,15.226667,0,0,0,0,0.0,0.0,0.0,0.001266,0.640189,0.0,7.245983,0.258384,45.461868,0.0,0
G500-982,11.4,11.6,0,5,9,7,0.0,0.0,0.00222,0.001041,0.416162,0.0,6.430906,0.287395,45.839579,0.0,0
G500-983,9.488889,8.0,0,4,2,1,0.0,0.0,0.003106,0.007261,0.320978,0.180364,6.044229,0.241259,46.035419,0.0,10
G500-985,11.822222,10.5,0,5,0,1,0.0,0.0,0.00234,0.004247,0.250984,0.279239,5.327757,0.176843,46.440773,0.0,4
G500-988,3.991667,3.333333,0,0,0,0,0.0,0.0,0.001015,0.005586,0.626854,0.014789,4.459537,0.994377,47.082097,0.0,0
G500-996,7.097222,7.4,0,1,0,0,0.0,0.0,0.00176,0.004815,0.378013,0.329347,2.388562,1.315177,48.97618,0.0,0
G500-1004,3.555556,4.0,0,0,0,0,0.0,0.0,0.005579,0.00349,0.520948,0.127727,11.599204,0.73267,43.385907,0.0,0
G500-1006,4.876587,3.8,0,1,1,0,0.0,0.0,0.0,0.0,0.407008,0.0,10.648654,0.774644,43.667179,0.0,0
G500-1007,3.330853,3.253333,0,1,0,0,0.0,0.0,0.004907,0.0,0.09798,0.0,10.176933,1.034263,43.815697,0.0,0
G500-1012,2.238591,2.54,0,0,1,0,0.0,0.0,0.000757,0.0,0.654601,0.0,7.870877,1.17667,44.634956,0.0,0
G500-1013,2.97619,3.943333,0,0,1,0,0.0,0.0,0.000323,0.0,0.51573,0.001516,7.424746,0.891018,44.813749,0.0,0
G500-1014,36.888889,25.566667,0,0,0,0,0.0,0.0,0.0,0.007337,0.431475,0.001516,6.985914,0.758323,44.997388,0.0,0
G500-1016,6.0,3.926667,0,2,0,0,0.0,0.0,0.000646,0.006334,0.372166,0.0,6.13639,0.654888,45.378965,0.0,0
G500-1017,3.977778,2.773333,0,0,0,0,0.0,0.0,0.001746,0.000117,0.924349,0.0,5.729872,0.394644,45.576785,0.0,0
G500-1018,7.711111,7.066667,0,2,1,1,0.0,0.0,0.003408,0.003408,0.445132,0.021226,5.339249,0.076831,45.77921,0.0,10
G500-1019,9.2,6.733333,0,2,0,0,0.0,0.0,0.002458,0.004657,0.312783,0.334597,4.968271,0.451001,45.986182,0.0,0
G500-1021,3.364583,2.673333,0,0,1,0,0.0,0.0,0.002656,0.004091,0.084699,0.600058,4.305347,0.921797,46.413516,0.0,0
G500-1031,5.361905,5.08,0,0,0,0,0.0,0.0,0.0,0.005137,0.0,0.808465,1.69105,0.698847,48.802075,0.0,0
G500-1032,9.222222,8.48,1,0,0,7,0.112801,0.010987,0.001375,0.0,0.109378,0.768712,1.47312,0.202277,49.062565,0.0,4
G500-1033,6.183333,8.266667,0,2,2,1,0.015848,0.001013,0.002944,0.0,0.473103,0.370477,1.407307,0.305281,49.326748,0.0,0
G500-1034,47.266667,50.666667,2,1,3,1,0.024824,0.008275,0.002053,0.0,0.423648,0.144894,1.513587,0.685,49.594565,0.0,0
G500-1035,48.711111,53.466667,7,4,9,20,0.145436,0.048479,0.007061,0.003059,0.552293,0.02778,1.434707,0.338658,49.865957,0.0,0
G500-1036,26.688889,31.833333,0,2,1,2,0.018719,0.00104,0.006983,0.011046,0.464966,0.078484,1.079969,0.235929,50.140866,0.0,3
G500-1038,3.779762,4.16,0,0,0,0,0.004372,0.000729,0.007816,0.004006,0.278051,0.157233,0.939272,0.10752,50.701007,0.0,5
G500-1039,7.088889,11.266667,0,1,0,2,0.493524,0.009139,0.008911,0.00513,0.229241,0.1327,1.22073,0.363391,50.986124,0.0,0
G500-1045,6.888889,4.673333,1,0,0,1,0.0,0.0,0.003512,0.005431,0.395245,0.0,11.415299,0.232673,42.904782,0.0,1
G500-1047,27.177778,24.566667,0,4,0,0,0.0,0.0,0.000979,0.000979,0.146051,0.009098,10.497264,0.327438,43.189188,0.0,1
G500-1048,3.391667,4.513333,0,0,0,0,0.0,0.0,0.000785,0.0,0.056049,0.0,10.018418,0.759502,43.339344,0.0,0
G500-1055,23.830556,16.133333,0,0,0,0,0.0,0.0,0.0,0.0,0.72484,0.0,6.752904,1.258311,44.533677,0.0,0
G500-1056,37.688889,29.266667,0,0,0,0,0.0,0.0,0.000411,0.016278,0.647095,0.0,6.306969,1.341259,44.724056,0.0,0
G500-1057,21.755556,14.94,0,0,0,0,0.0,0.0,0.002086,0.005073,0.599894,0.0,5.869754,1.04787,44.919194,0.0,0
G500-1058,25.266667,28.7,0,3,2,4,0.0,0.0,0.000486,0.000486,0.535909,0.0,5.443359,0.548091,45.119029,0.0,0
G500-1059,41.888889,35.9,2,2,3,4,0.0,0.0,0.005542,0.006508,0.45116,0.0,5.030537,0.052666,45.323499,0.0,15
G500-1060,44.222222,34.466667,0,2,0,0,0.241688,0.015487,0.00378,0.004362,0.359229,0.0,4.634916,0.217271,45.532542,0.0,11
G500-1061,20.466667,23.9,0,2,1,0,0.0,0.0,0.002264,0.002264,0.334148,0.0,4.26129,0.542408,45.746094,0.0,0
G500-1062,13.933333,12.733333,0,4,0,0,0.0,0.0,0.001604,0.012119,0.34931,0.050289,3.91596,0.74962,45.964094,0.0,0
G500-1064,11.333333,14.433333,0,1,0,0,0.0,0.0,0.0,0.0,0.092502,0.535742,3.344702,1.468869,46.413183,0.0,0
G500-1065,10.822222,10.733333,0,0,0,0,0.0,0.0,0.001516,0.0,0.121417,0.574004,3.078909,1.729454,46.644146,0.0,0
G500-1066,4.330556,3.06,0,0,0,0,0.0,0.0,0.002146,0.0,0.104362,0.621608,2.657176,1.821931,46.879304,0.0,0
G500-1072,13.666667,12.8,1,4,0,1,0.0,0.0,0.003015,0.000907,0.284733,0.509975,1.305236,0.796092,48.374848,0.0,0
G500-1073,19.933333,17.866667,0,4,3,1,0.451377,0.027651,0.001711,0.004171,0.616055,0.014162,1.007012,0.311281,48.637627,0.0,0
G500-1074,157.8,186.6,17,16,93,107,2.630052,0.133542,0.008659,0.000851,0.233911,0.0,0.908022,0.168652,48.904106,0.0,13
G500-1075,85.377778,108.6,12,13,143,127,3.410516,0.150985,0.007652,0.001342,0.159038,0.0,1.065334,0.273927,49.174224,0.0,0
G500-1076,41.911111,60.0,9,19,35,36,0.650286,0.050807,0.010954,0.00476,0.402177,0.0,1.199997,0.159179,49.447924,0.0,15
G500-1077,44.533333,49.766667,8,7,6,12,1.00024,0.055569,0.004444,0.009628,0.537754,0.026643,0.740231,0.15776,49.725144,0.0,9
G500-1078,15.244444,11.133333,0,3,1,1,0.0,0.0,0.010585,0.008405,0.6946,0.0,0.39483,0.444793,50.005827,0.0,0
