INDEX,pop_daytime_fishnet500,pop_nighttime_fishnet500,ACC_ACD,ACC_COM,ACC_ET,ACC_LS,DEN_FLOOR,DEN_BUILT,DEN_WALK,DEN_DRIVE,DEN_EVI,DEN_MNDWI,DIS_METRO,DIS_BUS,ACC_CBD,DEN_EXCHANGE,DEN_BUS
G500-7278,11.177778,11.866667,0,0,0,0,0.0,0.0,0.0,0.0,0.549701,0.0,3.866725,0.327939,36.12391,0.0,0
G500-7279,6.0,5.533333,0,1,0,0,0.0,0.0,0.0,0.0,0.230855,0.0,4.205477,0.377611,36.618706,0.0,0
G500-7281,6.625,5.426667,0,2,0,0,0.0,0.0,0.002003,0.002003,0.402664,0.0,4.96538,0.536516,37.608713,0.0,0
G500-7284,18.177778,15.833333,0,0,0,0,0.0,0.0,0.0,0.005856,0.785415,0.0,6.233654,0.695428,39.094676,0.0,0
G500-7285,19.488889,19.166667,0,0,0,0,0.0,0.0,0.000576,0.013467,0.572692,0.0,6.677793,0.35746,39.590232,0.0,0
G500-7286,15.466667,17.6,1,2,5,4,0.0,0.0,0.004957,0.0,0.497125,0.000223,7.129334,0.432671,40.085899,0.0,0
G500-7287,18.488889,19.766667,1,3,22,22,0.0,0.0,0.003629,0.001335,0.233981,0.042038,7.586955,0.207585,40.581672,0.0,4
G500-7288,20.355556,22.133333,2,3,9,13,0.0,0.0,0.006815,0.005106,0.449845,0.0,8.049619,0.423053,41.077547,0.0,0
G500-7289,5.944444,8.333333,1,1,3,1,0.0,0.0,0.002131,0.002131,0.762002,0.0,8.516504,0.90171,41.573521,0.0,0
G500-7291,7.991667,8.933333,1,2,4,0,0.0,0.0,0.002554,0.0,0.567973,0.082834,9.460433,1.892431,42.565752,0.0,0
G500-7299,2.5,2.316667,0,1,1,0,0.0,0.0,0.0,0.0,0.742105,0.000138,13.14184,1.44614,46.538002,0.0,0
G500-7300,21.955556,16.0,0,0,0,0,0.0,0.0,0.0,0.00449,0.45206,0.274742,13.100997,1.13067,47.034864,0.0,0
G500-7303,6.533333,7.013333,0,0,2,0,0.0,0.0,0.006269,0.0,0.376118,0.019926,13.081872,0.583582,48.525837,0.0,0
G500-7306,5.4,4.466667,0,0,0,0,0.0,0.0,0.0,0.002124,0.70829,0.042966,12.981116,0.117217,50.01735,0.0,2
G500-7307,6.977778,4.866667,0,2,0,0,0.0,0.0,0.001093,0.003174,0.753261,0.0,12.985917,0.043136,50.514632,0.0,6
G500-7309,2.965079,4.03,0,0,0,0,0.0,0.0,0.00016,0.0,0.622531,0.026778,13.053098,0.432516,51.509355,0.0,0
G500-7310,4.180556,3.7,0,2,0,1,0.0,0.0,0.004378,0.0,0.569862,0.006563,13.115183,0.582273,52.006792,0.0,0
G500-7311,8.933333,5.633333,0,2,0,0,0.0,0.0,0.001707,0.001656,0.414947,0.00159,13.195934,0.204011,52.504278,0.0,6
G500-7319,29.933333,37.4,1,1,5,12,0.350849,0.037178,0.006559,0.004742,0.376859,0.173916,1.519076,0.051032,13.080687,0.0,8
G500-7320,45.775,68.766667,0,1,0,0,0.174224,0.02188,0.00312,0.0,0.299599,0.489827,1.858162,0.507529,12.633177,0.0,0
G500-7321,20.688889,18.933333,7,13,15,6,2.529995,0.332536,0.002686,0.0,0.180131,0.002152,1.612919,0.192007,12.189748,0.0,2
G500-7322,152.6,155.766667,11,59,104,51,5.685852,0.400354,0.0,0.008412,0.141439,0.0,1.136486,0.058349,11.750862,0.0,19
G500-7323,88.533333,83.833333,4,15,102,20,4.931216,0.43382,0.000587,0.0,0.131458,0.010065,0.69404,0.472996,11.317048,0.0,0
G500-7324,86.177778,99.433333,21,41,83,70,4.520624,0.270287,0.001591,0.005061,0.448291,0.005324,0.414467,0.133939,10.88891,0.0,44
G500-7325,102.505556,111.433333,26,19,86,169,7.2807,0.388243,0.008848,0.004357,0.262771,0.0,0.60156,0.033235,10.467147,0.0,14
G500-7326,99.133333,105.533333,6,23,32,23,3.450448,0.267799,0.005038,0.006566,0.226587,0.0,0.97988,0.482885,10.05256,0.0,0
G500-7327,180.6,214.666667,41,43,97,112,5.821941,0.316799,0.0084,0.007485,0.287504,0.003033,1.364286,0.051755,9.646075,0.0,44
G500-7328,196.733333,262.066667,47,31,187,403,9.318876,0.453842,0.014468,0.004551,0.158779,0.0,1.103528,0.194042,9.24876,0.0,28
G500-7329,159.911111,142.033333,32,71,51,68,5.688232,0.294755,0.011787,0.008641,0.285973,0.0,0.733454,0.004459,8.861849,0.0,29
G500-7330,93.422222,90.233333,7,56,137,143,2.92051,0.270134,0.00771,0.005199,0.220358,0.0,0.598445,0.059028,8.486764,0.0,6
G500-7331,116.044444,110.633333,20,53,151,158,5.07035,0.322807,0.012735,0.007999,0.205264,0.0,0.8236,0.126582,8.125144,0.0,25
G500-7332,85.2,77.5,20,57,26,49,4.243182,0.275693,0.005184,0.006646,0.368505,0.0,0.895492,0.233813,7.778866,0.0,14
G500-7333,5.888889,6.166667,1,3,1,1,1.457032,0.131369,0.008097,0.00101,0.785516,0.0,1.185695,0.315175,7.450071,0.0,0
G500-7334,5.452778,3.623333,0,0,0,1,0.095517,0.031839,0.009631,0.0,0.853198,0.060664,1.584248,0.779601,7.141174,0.0,0
G500-7337,13.444444,8.7,0,0,19,10,0.041996,0.013999,0.014315,0.0,0.99451,0.0,2.803909,1.686763,6.361978,0.0,0
G500-7338,3.461111,2.35,0,0,24,4,0.014458,0.004819,0.010198,0.0,0.965028,0.0,2.403216,1.272334,6.161782,0.0,0
G500-7341,266.377778,286.833333,20,24,49,102,4.541476,0.327105,0.005598,0.005011,0.383765,0.0,1.586213,0.114197,5.783248,0.0,33
G500-7342,104.666667,89.8,4,12,24,27,5.764143,0.329716,0.007058,0.003213,0.49292,0.0,1.551279,0.238218,5.73923,0.0,4
G500-7343,74.355556,65.233333,17,17,36,32,3.664531,0.236105,0.00124,0.006221,0.324115,0.0,1.493369,0.241677,5.738602,0.0,10
G500-7344,65.422222,63.8,13,30,95,82,4.521808,0.316634,0.004722,0.00465,0.294736,0.0,1.136933,0.177887,5.78138,0.0,19
G500-7345,108.133333,132.4,10,29,55,94,4.000079,0.26816,0.006688,0.002325,0.458448,0.0,0.664611,0.222486,5.866614,0.0,6
G500-7346,173.177778,205.8,37,88,121,248,6.304297,0.413145,0.008005,0.006033,0.13888,0.0,0.301326,0.202083,5.992492,0.0,5
G500-7347,21.088889,24.266667,36,111,139,188,4.052667,0.262627,0.014109,0.008076,0.229331,0.0,0.489782,0.161797,6.156521,0.0,38
G500-7348,80.733333,94.866667,6,16,71,134,5.331238,0.338736,0.005464,0.0,0.196645,0.0,0.675685,0.575416,6.35575,0.0,0
G500-7349,8.244444,7.633333,2,6,9,10,1.549585,0.09969,0.003314,0.0,0.78171,0.0,1.016681,0.189614,6.586984,0.0,8
G500-7350,5.666667,2.766667,0,9,1,0,1.219452,0.124782,0.006704,0.0,0.712588,0.009099,1.452835,0.077523,6.846981,0.0,9
G500-7351,63.311111,51.3,0,2,1,2,0.938395,0.093624,0.006221,0.003697,0.860123,0.0,1.915693,0.533983,7.132598,0.0,0
G500-7353,15.311111,13.066667,1,0,2,2,2.36585,0.090531,0.007434,0.0,0.839731,0.00211,2.012983,0.375196,7.769141,0.0,0
G500-7354,10.577778,9.88,1,2,7,4,0.970434,0.052227,0.004107,0.0,0.73297,0.073545,2.068786,0.466067,8.114946,0.0,0
G500-7357,38.644444,51.3,5,7,19,17,0.496898,0.125159,0.005095,0.0,0.632596,0.0,1.22949,0.600848,9.237465,0.0,0
G500-7358,51.222222,63.566667,15,12,37,78,0.37636,0.067054,0.013996,0.00316,0.41651,0.0,1.030501,0.242092,9.634498,0.0,2
G500-7359,29.466667,30.366667,1,2,2,6,0.0,0.0,0.006842,0.005641,0.710745,0.0,1.054618,0.083878,10.040735,0.0,28
G500-7360,39.644444,27.933333,10,71,7,24,0.688164,0.088121,0.005431,0.010343,0.593681,0.0,1.289382,0.021048,10.455102,0.0,55
G500-7361,16.777778,11.566667,3,65,5,10,0.634378,0.085527,0.00773,0.0078,0.463112,0.1701,1.647055,0.080812,10.87667,0.0,48
G500-7362,17.866667,12.766667,3,9,4,3,0.284849,0.081524,0.0016,0.003861,0.475769,0.110062,1.314103,0.133503,11.304634,0.0,7
G500-7363,6.555556,3.353333,0,5,0,1,0.185466,0.032492,0.004862,0.003653,0.768141,0.001516,0.946152,0.110182,11.738294,0.0,1
G500-7364,12.088889,7.12,0,20,2,1,0.249126,0.039212,0.010731,0.004063,0.830829,0.0,0.750694,0.329932,12.177042,0.0,0
G500-7365,26.422222,17.0,3,31,0,1,0.396134,0.073813,0.005992,0.006856,0.657591,0.0,0.8555,0.280352,12.620347,0.0,0
G500-7366,17.955556,11.066667,2,71,0,2,1.295293,0.21293,0.00942,0.005953,0.60415,0.0,1.133998,0.091653,13.067745,0.0,16
G500-7367,8.355556,5.786667,1,4,8,4,0.374864,0.062724,0.00237,0.005803,0.784569,0.0,0.785242,0.272139,13.518829,0.0,0
G500-7368,14.133333,11.966667,4,22,9,6,1.486694,0.083702,0.005863,0.006797,0.800768,0.0,0.668774,0.197635,13.973244,0.0,10
G500-7369,17.666667,12.466667,3,17,3,4,0.577103,0.010807,0.004305,0.004424,0.668994,0.0,0.537055,0.059399,14.430674,0.0,11
G500-7370,86.755556,81.3,10,38,7,18,1.52815,0.04517,0.006419,0.013327,0.39546,0.0,0.097818,0.200057,14.890841,1.0,2
G500-7371,14.577778,18.9,8,36,75,90,1.690649,0.097962,0.005803,0.004247,0.604233,0.0,0.386081,0.165638,15.353499,0.0,40
G500-7372,236.866667,222.2,2,4,10,13,1.974826,0.120006,0.00598,0.01003,0.572943,0.0,0.121328,0.104635,15.818431,2.0,14
G500-7373,28.111111,23.2,1,2,0,0,0.360677,0.028193,0.004937,0.007647,0.576493,0.0,0.616751,0.029482,16.28544,0.0,17
G500-7374,36.977778,45.033333,5,7,10,10,0.755813,0.034538,0.000589,0.004655,0.478304,0.0,0.490229,0.249183,16.754353,0.0,11
G500-7375,22.488889,23.833333,3,4,0,2,0.0,0.0,0.004824,0.002048,0.190285,0.0,0.546073,0.334007,17.225015,0.0,0
G500-7376,134.222222,138.433333,5,1,12,12,0.406114,0.02775,0.00688,0.002261,0.420807,0.0,0.925239,0.419649,17.697286,0.0,0
G500-7377,44.733333,36.4,0,1,18,28,0.008256,0.000459,0.006435,0.007313,0.60747,0.0,0.769253,0.415126,18.171041,0.0,0
G500-7378,78.466667,70.133333,4,10,8,8,1.212834,0.080368,0.00749,0.008111,0.379526,0.0,0.309357,0.292537,18.646167,1.0,6
G500-7379,131.977778,131.666667,4,32,27,46,2.936975,0.117669,0.007548,0.01224,0.312906,0.0,0.315678,0.143475,19.122561,0.0,23
G500-7380,43.977778,50.633333,3,2,21,23,0.082217,0.006093,0.005527,0.004984,0.779001,0.0,0.776919,0.173281,19.600131,0.0,19
G500-7381,11.844444,11.3,1,1,3,1,0.0493,0.002515,0.002088,0.006447,0.8605,0.0,1.267894,0.569717,20.078793,0.0,0
G500-7385,3.35,2.673333,2,7,0,0,0.0,0.0,0.005816,0.006079,0.529477,0.000928,3.25935,0.219551,22.002935,0.0,8
G500-7386,73.6,68.1,1,1,19,25,3.621789,0.052785,0.002863,0.007007,0.685663,0.0,3.758631,0.36913,22.486039,0.0,0
G500-7387,10.844444,10.133333,2,1,0,0,0.396271,0.007572,0.005231,0.003984,0.523932,0.0,4.258082,0.293643,22.969866,0.0,12
G500-7394,34.733333,28.433333,0,0,1,1,0.0,0.0,0.00217,0.000716,0.902292,0.0,5.043054,1.33525,26.373554,0.0,0
G500-7395,24.777778,19.5,0,1,3,0,0.534941,0.029719,0.004035,0.005153,0.84345,0.0,4.770536,1.053835,26.861816,0.0,0
G500-7396,11.444444,12.366667,0,3,1,0,0.0,0.0,0.003134,0.0,0.875784,0.0,4.536919,0.728408,27.350502,0.0,0
G500-7397,30.6,31.333333,0,2,1,0,0.0,0.0,1e-05,0.0,0.892472,0.001516,4.348477,0.390971,27.839589,0.0,0
G500-7398,75.355556,80.6,2,24,61,31,4.127429,0.098356,0.00523,0.00449,0.348803,0.0,4.211279,0.111826,28.329058,0.0,33
G500-7399,4.600397,4.75,0,0,4,1,0.0,0.0,0.00053,1e-06,0.76865,0.0,4.130435,0.447777,28.818889,0.0,0
G500-7400,2.446429,3.541667,0,0,0,0,0.0,0.0,0.0,0.0,0.779998,0.0,4.109272,0.663179,29.309062,0.0,0
G500-7402,9.111111,5.866667,1,6,0,0,0.0,0.0,0.005502,0.005502,0.217925,0.0,4.086992,0.793621,30.290374,0.0,0
G500-7403,31.377778,27.166667,1,4,0,4,0.0,0.0,0.007777,0.007777,0.112206,0.0,3.841016,0.325001,30.78148,0.0,0
G500-7404,22.066667,18.7,0,0,0,0,0.002061,0.000687,0.001847,0.009136,0.6209,0.0,3.64737,0.204538,31.272869,0.0,11
G500-7405,40.133333,42.366667,0,4,1,1,0.37479,0.12493,0.004994,0.008528,0.756699,0.0,3.514713,0.379246,31.764526,0.0,0
G500-7406,46.044444,38.933333,1,2,0,4,0.066836,0.022279,0.010961,0.013155,0.565674,0.0,3.450089,0.284353,32.25644,0.0,4
G500-7407,26.644444,35.9,1,0,10,7,0.04279,0.001783,0.00223,0.0,0.557071,0.0,3.457313,0.344172,32.748599,0.0,0
G500-7408,4.511111,2.966667,0,0,0,0,0.0,0.0,0.004467,0.0,0.38504,0.0,3.501086,0.205743,33.240992,0.0,1
G500-7409,13.822222,6.366667,0,3,1,1,0.000363,6e-05,0.001178,0.003016,0.237838,0.0,3.462959,0.20214,33.733608,0.0,5
G500-7410,123.244444,147.7,32,20,55,69,2.78755,0.172816,0.007617,0.012331,0.104295,0.0,3.49665,0.169533,34.226439,0.0,18
G500-7411,56.066667,76.266667,23,14,38,47,0.32912,0.026611,0.000523,0.000935,0.168928,0.0,3.600145,0.363262,34.719475,0.0,0
G500-7412,8.622222,12.566667,1,1,9,10,0.0,0.0,0.000271,0.0,0.441776,0.0,3.767695,0.402221,35.212707,0.0,0
G500-7413,7.066667,8.1,1,6,9,6,0.0,0.0,0.0,0.000321,0.439423,0.059118,3.991241,0.385791,35.706127,0.0,0
G500-7414,54.644444,47.233333,3,47,30,23,0.0,0.0,0.001732,0.003765,0.243886,0.001516,4.261981,0.202861,36.199728,0.0,4
G500-7415,24.911111,17.133333,0,36,4,8,0.0,0.0,0.003641,0.005642,0.272597,0.0,4.571539,0.253073,36.693503,0.0,1
G500-7416,11.577778,11.6,2,12,5,4,0.0,0.0,0.0,0.002002,0.340118,0.0,4.91258,0.175723,37.187443,0.0,3
G500-7417,10.955556,7.966667,0,6,0,7,0.0,0.0,0.000382,0.002387,0.192832,0.0,5.279008,0.430483,37.681544,0.0,0
G500-7418,11.377778,6.44,0,3,2,3,0.0,0.0,0.001332,0.003366,0.179491,0.0,5.665898,0.904351,38.175798,0.0,0
G500-7419,12.833333,14.4,0,2,3,1,0.0,0.0,0.0,0.002161,0.499019,0.0,6.06934,1.036438,38.670199,0.0,0
G500-7420,10.666667,11.833333,1,3,12,16,0.0,0.0,0.000151,0.002739,0.368919,0.0,6.486244,0.62625,39.164743,0.0,0
G500-7421,38.288889,36.866667,0,8,5,4,0.0,0.0,0.000479,0.007703,0.303927,0.0,6.914177,0.1478,39.659424,0.0,2
G500-7422,13.088889,12.033333,0,6,33,9,0.0,0.0,0.003254,0.0,0.673707,0.0,7.351213,0.293772,40.154237,0.0,0
G500-7423,66.866667,58.866667,6,7,133,79,0.0,0.0,0.00338,0.002677,0.114068,0.003891,7.79582,0.274529,40.649176,0.0,4
G500-7424,5.927778,7.266667,3,0,12,9,0.0,0.0,0.003211,0.003157,0.4594,0.008235,8.246774,0.499865,41.144238,0.0,0
G500-7427,3.01627,3.126667,0,0,0,0,0.0,0.0,0.001266,0.0,0.716766,0.0,9.628745,1.890178,42.630115,0.0,0
G500-7431,4.244444,4.506667,0,0,0,0,0.0,0.0,0.002953,0.0,0.862743,0.0,11.517406,1.879194,44.612755,0.0,0
G500-7432,2.401786,3.02,0,0,3,0,0.0,0.0,0.001392,0.0,0.899887,0.0,11.995213,1.925714,45.108655,0.0,0
G500-7435,14.844444,12.766667,0,0,0,0,0.0,0.0,0.0,0.000708,0.896684,0.0,12.644476,1.156529,46.596879,0.0,0
G500-7438,10.311111,9.333333,0,0,0,1,0.0,0.0,0.003891,0.001049,0.458486,0.114316,12.576456,0.148618,48.085835,0.0,10
G500-7439,20.422222,18.133333,1,0,3,4,0.0,0.0,0.006397,0.003347,0.418031,0.112738,12.585899,0.129662,48.582305,0.0,6
G500-7440,11.933333,10.933333,0,1,5,1,0.0,0.0,0.006046,0.002105,0.493842,0.0,12.531142,0.283923,49.078846,0.0,0
G500-7447,5.144444,5.6,0,2,0,0,0.0,0.0,0.001577,0.0,0.759902,0.002957,12.704416,0.335541,52.556472,0.0,0
G500-7448,4.15,5.146667,0,0,4,2,0.0,0.0,0.003672,0.002249,0.668497,0.0,12.807296,0.149792,53.053516,0.0,9
G500-7449,3.260417,3.753333,0,0,0,0,0.0,0.0,0.002163,0.0,0.790482,0.0,12.928708,0.570761,53.550615,0.0,0
G500-7456,19.311111,27.3,1,0,0,0,0.244464,0.033469,0.002482,0.0,0.338658,0.473741,2.220374,0.571181,12.867814,0.0,0
G500-7457,53.111111,49.3,4,5,13,30,3.707383,0.244219,0.004015,0.0,0.519548,0.014243,1.805996,0.083671,12.432756,0.0,6
G500-7458,239.377778,254.966667,29,35,139,176,6.209948,0.398565,0.001505,0.008058,0.096381,0.0,1.36874,0.104755,12.002759,0.0,21
G500-7459,233.866667,264.733333,9,31,95,105,5.154788,0.366561,0.001791,0.0,0.199305,0.009291,0.880091,0.331111,11.578386,0.0,0
G500-7460,247.088889,254.066667,25,65,54,57,4.812367,0.299901,0.00164,0.001432,0.289815,0.014679,0.419133,0.280822,11.160279,0.0,33
G500-7461,140.625,131.3,19,17,100,81,5.555344,0.280095,0.006709,0.011333,0.327723,0.0,0.277099,0.084057,10.749169,1.0,37
G500-7462,176.355556,205.066667,24,41,98,68,4.182748,0.320095,0.004068,0.010664,0.172395,0.0,0.6913,0.306736,10.345889,0.0,0
G500-7463,333.377778,409.166667,34,50,156,201,7.701335,0.409537,0.006181,0.012148,0.137564,0.0,1.174311,0.057234,9.951393,0.0,122
G500-7464,251.6,305.466667,49,41,102,149,10.865172,0.422006,0.008575,0.004168,0.246159,0.0,1.435998,0.105261,9.566767,0.0,7
G500-7465,187.133333,181.7,21,20,51,105,4.777373,0.262236,0.01174,0.013579,0.32262,0.0,1.1757,0.033559,9.193249,0.0,72
G500-7466,162.733333,177.0,3,5,65,41,3.256455,0.218609,0.01764,0.012785,0.179447,0.0,0.722085,0.188483,8.832249,0.0,26
G500-7467,320.444444,310.166667,10,62,130,127,2.410783,0.132989,0.008469,0.009429,0.318084,0.0,0.354081,0.191225,8.485365,0.0,15
G500-7468,31.533333,64.4,8,15,33,28,3.497641,0.226415,0.008067,0.01134,0.499745,0.002978,0.478896,0.072068,8.154399,0.0,25
G500-7469,71.666667,107.833333,0,3,7,2,1.29375,0.092312,0.011899,0.006559,0.729296,0.006121,0.912857,0.212367,7.841366,0.0,15
G500-7471,6.533333,6.5,0,0,0,0,0.118918,0.039639,0.008034,0.0,0.921275,0.0,1.846185,1.069553,7.278229,0.0,0
G500-7473,5.427778,3.266667,0,0,3,3,0.035524,0.011841,0.017415,0.0,0.962724,0.0,2.682438,1.478884,6.816027,0.0,0
G500-7474,4.111111,3.3,1,0,2,2,0.043291,0.01443,0.007799,0.0,0.993733,0.0,2.752374,1.007784,6.629557,0.0,0
G500-7476,15.888889,17.733333,1,0,2,1,1.042094,0.080101,0.001767,0.0,0.897372,0.0,2.214192,0.1696,6.35898,0.0,2
G500-7477,181.2,171.633333,17,6,57,69,4.003408,0.27101,0.005809,0.004449,0.463733,0.0,2.077544,0.145998,6.279285,0.0,34
G500-7478,83.733333,99.233333,28,17,101,125,6.08363,0.266621,0.016095,0.000849,0.436172,0.0,2.036668,0.262117,6.238768,0.0,4
G500-7479,136.022222,171.1,13,5,23,55,5.736215,0.360816,0.008419,0.0,0.469124,0.0,1.782542,0.386416,6.238191,0.0,0
G500-7480,257.711111,259.733333,23,47,50,60,3.789039,0.276323,0.004793,0.008304,0.304856,0.0,1.351497,0.041337,6.277565,0.0,37
G500-7481,120.755556,118.1,21,37,54,44,6.132199,0.31324,0.005233,0.006706,0.253898,0.0,0.987742,0.007294,6.356148,0.0,28
G500-7482,206.355556,270.4,20,16,80,125,7.194805,0.455898,0.004038,0.00138,0.33375,0.0,0.679068,0.219419,6.472513,0.0,9
G500-7483,144.511111,114.5,7,100,29,66,3.768625,0.258147,0.006612,0.006605,0.344799,0.0,0.195506,0.168061,6.624668,1.0,36
G500-7484,62.111111,44.3,13,74,23,16,3.938097,0.325462,0.002533,0.00094,0.574458,0.0,0.339576,0.311,6.810214,0.0,0
G500-7485,17.555556,13.5,3,5,4,6,1.640167,0.131319,0.003413,0.0,0.76634,0.009099,0.832107,0.151946,7.026508,0.0,2
G500-7487,3.264286,2.220833,0,2,12,0,1.316334,0.199405,0.007305,0.0,0.943985,0.011728,1.418908,0.700344,7.540386,0.0,0
G500-7488,91.555556,71.0,1,2,9,3,0.241729,0.033415,0.004755,0.004867,0.893632,0.0,1.565229,0.789722,7.832638,0.0,0
G500-7490,3.03125,2.404167,0,0,2,2,0.0014,0.000467,0.007627,0.0,0.974738,0.0,1.58651,0.932776,8.475601,0.0,0
G500-7492,3.822222,3.423333,1,1,0,2,0.018576,0.006192,0.006183,0.0,0.962448,0.0,1.864705,0.986753,9.182669,0.0,0
G500-7494,6.302778,4.0,2,5,1,0,0.101695,0.033898,0.01758,0.0,0.7038,0.052776,1.524105,0.41303,9.940172,0.0,0
G500-7495,12.955556,11.6,0,11,3,3,0.033385,0.011128,0.004805,0.004421,0.536439,0.03669,1.540513,0.24057,10.3344,0.0,2
G500-7496,16.022222,11.2,2,8,3,7,0.141388,0.039244,0.00066,0.003513,0.840159,0.0,1.58158,0.1859,10.73744,0.0,19
G500-7497,18.066667,13.466667,2,16,4,4,0.357284,0.060282,0.009227,0.009112,0.739864,0.0,1.691927,0.131906,11.148337,0.0,35
G500-7498,23.888889,14.2,4,11,3,5,0.437649,0.065943,0.00776,0.007354,0.529563,0.082043,1.650184,0.13771,11.566253,0.0,21
G500-7499,11.4,9.4,0,1,0,1,0.020432,0.006811,0.00021,0.001199,0.584426,0.006065,1.375298,0.294948,11.990455,0.0,0
G500-7500,34.088889,43.733333,7,2,11,27,0.317496,0.035421,0.004296,0.0,0.767593,0.0,1.248912,0.390855,12.420298,0.0,0
G500-7501,30.288889,19.133333,8,36,1,7,0.455876,0.077324,0.010189,0.000314,0.450963,0.0,1.314579,0.21699,12.855217,0.0,8
G500-7502,4.669444,6.266667,0,8,0,0,0.230205,0.039012,0.004982,0.001859,0.756634,0.0,1.220553,0.293008,13.294714,0.0,0
G500-7503,9.355556,7.133333,0,0,0,0,0.164728,0.027455,0.0,0.002083,0.870645,0.0,0.814079,0.455777,13.738348,0.0,0
G500-7504,49.644444,43.266667,1,0,2,0,2.910149,0.03334,0.000184,0.003769,0.885161,0.0,0.579395,0.17433,14.185733,0.0,2
G500-7505,51.777778,53.066667,1,11,0,3,0.577415,0.021133,0.000184,0.004366,0.875217,0.0,0.667057,0.089977,14.636523,0.0,12
G500-7506,18.8,22.3,5,6,8,28,1.577723,0.083874,0.003744,0.001256,0.723385,0.0,0.407559,0.316267,15.090415,0.0,0
G500-7508,23.977778,21.566667,4,0,1,1,0.474594,0.034746,0.014059,0.004627,0.882321,0.0,0.548969,0.120814,16.006443,0.0,23
G500-7509,62.844444,56.533333,3,1,2,1,4.152504,0.121972,0.009354,0.007301,0.761972,0.0,0.693861,0.24723,16.468121,0.0,22
G500-7510,114.044444,145.633333,4,24,9,23,0.538192,0.030818,0.008913,0.013219,0.552347,0.0,0.198276,0.116721,16.931976,2.0,31
G500-7511,81.844444,119.533333,6,11,11,18,3.046871,0.148613,0.005292,0.01369,0.297677,0.0,0.311744,0.043475,17.397833,0.0,8
G500-7512,159.822222,137.133333,5,7,11,19,1.03448,0.056066,0.00966,0.018054,0.406716,0.0,0.809355,0.102084,17.865537,0.0,34
G500-7513,134.155556,145.666667,5,13,23,28,1.833883,0.056231,0.007887,0.020714,0.454007,0.0,0.808849,0.122548,18.334945,0.0,36
G500-7514,198.044444,160.833333,17,126,103,223,7.516846,0.16975,0.004731,0.011054,0.270333,0.0,0.397728,0.118313,18.80593,0.0,71
G500-7515,268.733333,301.633333,45,56,141,236,3.412872,0.147855,0.011698,0.012082,0.242734,0.0,0.402664,0.044474,19.278377,0.0,64
G500-7516,133.555556,130.833333,22,20,184,140,2.428625,0.147329,0.014161,0.008922,0.292145,0.0,0.816143,0.121468,19.75218,0.0,74
G500-7518,9.722222,12.133333,0,1,1,0,0.0,0.0,0.0,0.0,0.765206,0.0,1.78157,0.342453,20.703483,0.0,0
G500-7519,6.061111,2.52,0,0,2,0,0.004417,0.001472,0.0,0.0,0.565777,0.0,2.275509,0.442413,21.180817,0.0,0
G500-7520,4.298413,3.38,0,0,0,1,0.000129,4.3e-05,0.00611,0.004797,0.802892,0.0,2.771623,0.102502,21.659174,0.0,12
G500-7523,10.755556,9.133333,0,6,0,1,0.0,0.0,0.00216,0.006131,0.843932,0.0,4.265413,0.230483,23.099745,0.0,15
G500-7529,21.244444,15.866667,0,0,0,0,0.0,0.0,0.0,0.001075,0.94305,0.0,5.741546,0.86206,26.001058,0.0,0
G500-7530,17.844444,13.666667,0,0,0,0,0.0,0.0,0.0,0.004767,0.941588,0.0,5.45811,0.873136,26.486748,0.0,0
G500-7531,7.600397,11.066667,0,0,1,0,0.0,0.0,0.0,0.0,0.931878,0.001516,5.207359,0.65867,26.972961,0.0,0
G500-7532,61.711111,62.066667,1,3,11,13,3.414268,0.085866,0.002161,0.00064,0.5867,0.0,4.994218,0.424013,27.459669,0.0,0
G500-7533,92.044444,98.9,5,21,44,58,2.550865,0.130942,0.004521,0.010991,0.358181,0.0,4.823674,0.023991,27.946846,0.0,20
G500-7534,9.755556,16.4,0,10,22,3,0.13752,0.008436,0.001106,0.001089,0.596189,0.0,4.700367,0.309642,28.434469,0.0,0
G500-7535,28.488889,27.933333,3,13,15,10,0.0,0.0,0.002894,0.002491,0.584213,0.0,4.628074,0.049553,28.922514,0.0,4
G500-7536,26.488889,29.7,0,0,0,1,0.0,0.0,0.00057,0.00057,0.772507,0.0,4.609196,0.377586,29.410961,0.0,0
G500-7537,9.755556,11.566667,1,1,2,2,0.0,0.0,0.0,0.0,0.538732,0.0,4.644385,0.136315,29.899789,0.0,2
G500-7538,4.666667,5.583333,0,0,0,0,0.0,0.0,0.000125,0.000125,0.360038,0.0,4.516391,0.622823,30.388982,0.0,0
G500-7539,25.044444,17.966667,0,4,0,0,0.0,0.0,0.007126,0.007126,0.33488,0.0,4.295077,0.302558,30.87852,0.0,0
G500-7540,11.225397,9.373333,0,6,0,2,3.095444,0.091279,0.004238,0.008243,0.533711,0.0,4.122813,0.09077,31.368388,0.0,10
G500-7541,39.288889,49.6,1,8,6,13,0.0,0.0,0.007832,0.007832,0.412631,0.0,4.005932,0.274831,31.858572,0.0,2
G500-7542,8.2,6.133333,1,16,0,2,0.0,0.0,0.002442,0.003701,0.142533,0.07428,3.949353,0.292823,32.349056,0.0,0
G500-7543,37.444444,28.8,1,3,1,0,0.0,0.0,0.008741,0.010719,0.400559,0.0,3.955666,0.347628,32.839826,0.0,0
G500-7544,4.438889,3.45,0,0,0,0,0.0,0.0,0.002082,0.003312,0.161603,0.0,3.996314,0.427016,33.330872,0.0,0
